   1.000000e-06   1.073107e+03   0.000000e+00
   2.000000e-06   2.146213e+03   1.000000e+00
   3.000000e-06   3.181097e+03   2.000000e+00
   4.000000e-06   3.911830e+03   3.000000e+00
   5.000000e-06   4.291913e+03   4.000000e+00
   6.000000e-06   4.463905e+03   5.000000e+00
   7.000000e-06   4.526271e+03   6.000000e+00
   8.000000e-06   4.147971e+03   7.000000e+00
   9.000000e-06   3.841109e+03   8.000000e+00
   1.000000e-05   3.571090e+03   9.000000e+00
   1.100000e-05   3.352055e+03   1.000000e+01
   1.200000e-05   3.189707e+03   1.100000e+01
   1.300000e-05   3.061093e+03   1.200000e+01
   1.400000e-05   2.950917e+03   1.300000e+01
   1.500000e-05   2.853079e+03   1.400000e+01
   1.600000e-05   2.764730e+03   1.500000e+01
   1.700000e-05   2.684009e+03   1.600000e+01
   1.800000e-05   2.609301e+03   1.700000e+01
   1.900000e-05   2.540085e+03   1.800000e+01
   2.000000e-05   2.475859e+03   1.900000e+01
   2.100000e-05   2.415637e+03   2.000000e+01
   2.200000e-05   2.359285e+03   2.100000e+01
   2.300000e-05   2.306454e+03   2.200000e+01
   2.400000e-05   2.256856e+03   2.300000e+01
   2.500000e-05   2.210329e+03   2.400000e+01
   2.600000e-05   2.166318e+03   2.500000e+01
   2.700000e-05   2.124917e+03   2.600000e+01
   2.800000e-05   2.085961e+03   2.700000e+01
   2.900000e-05   2.049178e+03   2.800000e+01
   3.000000e-05   2.014000e+03   2.900000e+01
   3.100000e-05   1.980840e+03   3.000000e+01
   3.200000e-05   1.949626e+03   3.100000e+01
   3.300000e-05   1.920254e+03   3.200000e+01
   3.400000e-05   1.891946e+03   3.300000e+01
   3.500000e-05   1.864683e+03   3.400000e+01
   3.600000e-05   1.838610e+03   3.500000e+01
   3.700000e-05   1.813469e+03   3.600000e+01
   3.800000e-05   1.789775e+03   3.700000e+01
   3.900000e-05   1.767402e+03   3.800000e+01
   4.000000e-05   1.745482e+03   3.900000e+01
   4.100000e-05   1.723619e+03   4.000000e+01
   4.200000e-05   1.702695e+03   4.100000e+01
   4.300000e-05   1.682502e+03   4.200000e+01
   4.400000e-05   1.663250e+03   4.300000e+01
   4.500000e-05   1.644571e+03   4.400000e+01
   4.600000e-05   1.626624e+03   4.500000e+01
   4.700000e-05   1.609348e+03   4.600000e+01
   4.800000e-05   1.592847e+03   4.700000e+01
   4.900000e-05   1.577090e+03   4.800000e+01
   5.000000e-05   1.561970e+03   4.900000e+01
   5.100000e-05   1.547039e+03   5.000000e+01
   5.200000e-05   1.533100e+03   5.100000e+01
   5.300000e-05   1.519628e+03   5.200000e+01
   5.400000e-05   1.506906e+03   5.300000e+01
   5.500000e-05   1.494926e+03   5.400000e+01
   5.600000e-05   1.483634e+03   5.500000e+01
   5.700000e-05   1.472842e+03   5.600000e+01
   5.800000e-05   1.462549e+03   5.700000e+01
   5.900000e-05   1.452652e+03   5.800000e+01
   6.000000e-05   1.443282e+03   5.900000e+01
   6.100000e-05   1.434265e+03   6.000000e+01
   6.200000e-05   1.425568e+03   6.100000e+01
   6.300000e-05   1.417352e+03   6.200000e+01
   6.400000e-05   1.409491e+03   6.300000e+01
   6.500000e-05   1.402061e+03   6.400000e+01
   6.600000e-05   1.395130e+03   6.500000e+01
   6.700000e-05   1.388682e+03   6.600000e+01
   6.800000e-05   1.382702e+03   6.700000e+01
   6.900000e-05   1.377173e+03   6.800000e+01
   7.000000e-05   1.372079e+03   6.900000e+01
   7.100000e-05   1.367406e+03   7.000000e+01
   7.200000e-05   1.363139e+03   7.100000e+01
   7.300000e-05   1.359265e+03   7.200000e+01
   7.400000e-05   1.355770e+03   7.300000e+01
   7.500000e-05   1.352640e+03   7.400000e+01
   7.600000e-05   1.349865e+03   7.500000e+01
   7.700000e-05   1.347431e+03   7.600000e+01
   7.800000e-05   1.345328e+03   7.700000e+01
   7.900000e-05   1.343545e+03   7.800000e+01
   8.000000e-05   1.342070e+03   7.900000e+01
   8.100000e-05   1.340885e+03   8.000000e+01
   8.200000e-05   1.339480e+03   8.100000e+01
   8.300000e-05   1.338721e+03   8.200000e+01
   8.400000e-05   1.338181e+03   8.300000e+01
   8.500000e-05   1.337880e+03   8.400000e+01
   8.600000e-05   1.337759e+03   8.500000e+01
   8.700000e-05   1.337876e+03   8.600000e+01
   8.800000e-05   1.338175e+03   8.700000e+01
   8.900000e-05   1.338542e+03   8.800000e+01
   9.000000e-05   1.339074e+03   8.900000e+01
   9.100000e-05   1.339813e+03   9.000000e+01
   9.200000e-05   1.340756e+03   9.100000e+01
   9.300000e-05   1.341898e+03   9.200000e+01
   9.400000e-05   1.343231e+03   9.300000e+01
   9.500000e-05   1.344747e+03   9.400000e+01
   9.600000e-05   1.346434e+03   9.500000e+01
   9.700000e-05   1.348291e+03   9.600000e+01
   9.800000e-05   1.350293e+03   9.700000e+01
   9.900000e-05   1.352458e+03   9.800000e+01
   1.000000e-04   1.354684e+03   9.900000e+01
